,0
1625,000960.SZ
1626,000975.SZ
1627,000985.SZ
1628,002023.SZ
1629,603099.SH
1630,603129.SH
1631,603160.SH
1632,603167.SH
1633,603178.SH
1634,603337.SH
1635,603393.SH
1636,603501.SH
1637,603578.SH
1638,603676.SH
1639,603718.SH
1640,603808.SH
1641,603818.SH
1642,603881.SH
1643,603955.SH
1644,603978.SH
1645,603985.SH
1646,000017.SZ
1647,000018.SZ
1648,000021.SZ
1649,000157.SZ
1650,000525.SZ
1651,000591.SZ
1652,000616.SZ
1653,000628.SZ
1654,000668.SZ
1655,000692.SZ
1656,000701.SZ
1657,000709.SZ
1658,000715.SZ
1659,000726.SZ
1660,000731.SZ
1661,000735.SZ
1662,000736.SZ
1663,000737.SZ
1664,000766.SZ
1665,000782.SZ
1666,000788.SZ
1667,000789.SZ
1668,000793.SZ
1669,000837.SZ
1670,000922.SZ
1671,000925.SZ
1672,000926.SZ
1673,000933.SZ
1674,000968.SZ
1675,000977.SZ
1676,000988.SZ
1677,000995.SZ
1678,001896.SZ
1679,002001.SZ
1680,002014.SZ
1681,002017.SZ
1682,002032.SZ
1683,603517.SH
1684,603567.SH
1685,603678.SH
1686,603679.SH
1687,603716.SH
1688,603779.SH
1689,603797.SH
1690,603803.SH
1691,603886.SH
1692,603918.SH
1693,603959.SH
1694,603963.SH
1695,603969.SH
1696,603976.SH
1697,000010.SZ
1698,000040.SZ
1699,000042.SZ
1700,000050.SZ
1701,000066.SZ
1702,000090.SZ
1703,000100.SZ
1704,000156.SZ
1705,000338.SZ
1706,000421.SZ
1707,000509.SZ
1708,000528.SZ
1709,000529.SZ
1710,000531.SZ
1711,000532.SZ
1712,000550.SZ
1713,000584.SZ
1714,000597.SZ
1715,000598.SZ
1716,000605.SZ
1717,000625.SZ
1718,000650.SZ
1719,000761.SZ
1720,000783.SZ
1721,000823.SZ
1722,000856.SZ
1723,000858.SZ
1724,000909.SZ
1725,000918.SZ
1726,000950.SZ
1727,000967.SZ
1728,000969.SZ
1729,001696.SZ
1730,002034.SZ
1731,002036.SZ
1732,000791.SZ
1733,000800.SZ
1734,000826.SZ
1735,000833.SZ
1736,000835.SZ
1737,000911.SZ
1738,000929.SZ
1739,000963.SZ
1740,000979.SZ
1741,000983.SZ
1742,002012.SZ
1743,002016.SZ
1744,002027.SZ
1745,000972.SZ
1746,000993.SZ
1747,000997.SZ
1748,001979.SZ
1749,002006.SZ
1750,002020.SZ
1751,601727.SH
1752,601888.SH
1753,603015.SH
1754,603037.SH
1755,603063.SH
1756,603069.SH
1757,603111.SH
1758,603165.SH
1759,603198.SH
1760,603218.SH
1761,603305.SH
1762,603320.SH
1763,603323.SH
1764,603338.SH
1765,603611.SH
1766,603628.SH
1767,603639.SH
1768,603667.SH
1769,603698.SH
1770,603728.SH
1771,603730.SH
1772,603767.SH
1773,603801.SH
1774,603869.SH
1775,603933.SH
1776,000026.SZ
1777,000035.SZ
1778,000059.SZ
1779,000402.SZ
1780,000416.SZ
1781,000503.SZ
1782,000521.SZ
1783,000540.SZ
1784,000541.SZ
1785,000558.SZ
1786,000582.SZ
1787,000615.SZ
1788,000631.SZ
1789,000656.SZ
1790,000659.SZ
1791,000710.SZ
1792,000806.SZ
1793,000813.SZ
1794,000848.SZ
1795,000912.SZ
1796,000998.SZ
1797,002011.SZ
1798,002018.SZ
1799,002029.SZ
1800,601949.SH
1801,601969.SH
1802,603026.SH
1803,603055.SH
1804,603066.SH
1805,603098.SH
1806,603106.SH
1807,603183.SH
1808,603186.SH
1809,603200.SH
1810,603326.SH
1811,603357.SH
1812,603508.SH
1813,603556.SH
1814,603612.SH
1815,603615.SH
1816,603699.SH
1817,603721.SH
1818,603766.SH
1819,603896.SH
1820,603909.SH
1821,603920.SH
1822,000029.SZ
1823,000036.SZ
1824,000038.SZ
1825,000045.SZ
1826,000301.SZ
1827,000400.SZ
1828,000409.SZ
1829,000429.SZ
1830,000504.SZ
1831,000566.SZ
1832,000585.SZ
1833,000587.SZ
1834,000665.SZ
1835,000680.SZ
1836,000690.SZ
1837,000712.SZ
1838,000815.SZ
1839,000839.SZ
1840,000862.SZ
1841,000863.SZ
1842,000868.SZ
1843,000887.SZ
1844,000913.SZ
1845,000927.SZ
1846,000928.SZ
1847,000970.SZ
1848,002013.SZ
1849,002021.SZ
1850,002055.SZ
1851,002040.SZ
1852,002041.SZ
1853,002057.SZ
1854,002037.SZ
1855,002053.SZ
1856,002048.SZ
1857,002064.SZ
1858,002069.SZ
1859,002126.SZ
1860,002140.SZ
1861,002163.SZ
1862,002173.SZ
1863,002178.SZ
1864,002187.SZ
1865,002191.SZ
1866,002255.SZ
1867,002271.SZ
1868,002290.SZ
1869,002319.SZ
1870,002068.SZ
1871,002385.SZ
1872,002086.SZ
1873,002405.SZ
1874,002097.SZ
1875,002099.SZ
1876,002417.SZ
1877,002119.SZ
1878,002463.SZ
1879,002132.SZ
1880,002139.SZ
1881,002466.SZ
1882,002160.SZ
1883,002168.SZ
1884,002489.SZ
1885,002170.SZ
1886,002501.SZ
1887,002217.SZ
1888,002223.SZ
1889,002508.SZ
1890,002236.SZ
1891,002512.SZ
1892,002272.SZ
1893,002534.SZ
1894,002275.SZ
1895,002277.SZ
1896,002535.SZ
1897,002301.SZ
1898,002308.SZ
1899,002320.SZ
1900,002548.SZ
1901,002552.SZ
1902,002577.SZ
1903,002581.SZ
1904,002614.SZ
1905,002618.SZ
1906,002334.SZ
1907,002338.SZ
1908,002663.SZ
1909,002377.SZ
1910,002381.SZ
1911,002384.SZ
1912,002711.SZ
1913,002420.SZ
1914,002432.SZ
1915,002716.SZ
1916,002479.SZ
1917,002533.SZ
1918,002719.SZ
1919,002726.SZ
1920,002551.SZ
1921,002557.SZ
1922,002739.SZ
1923,002772.SZ
1924,002579.SZ
1925,002596.SZ
1926,002796.SZ
1927,002851.SZ
1928,002597.SZ
1929,002855.SZ
1930,002859.SZ
1931,002867.SZ
1932,002882.SZ
1933,300006.SZ
1934,300036.SZ
1935,300054.SZ
1936,300055.SZ
1937,300111.SZ
1938,300124.SZ
1939,300139.SZ
1940,002615.SZ
1941,300144.SZ
1942,002628.SZ
1943,300145.SZ
1944,002650.SZ
1945,002651.SZ
1946,300158.SZ
1947,002660.SZ
1948,300168.SZ
1949,002675.SZ
1950,002683.SZ
1951,002686.SZ
1952,300180.SZ
1953,300209.SZ
1954,002695.SZ
1955,002698.SZ
1956,300211.SZ
1957,300266.SZ
1958,002707.SZ
1959,300273.SZ
1960,002709.SZ
1961,002713.SZ
1962,300285.SZ
1963,300305.SZ
1964,002736.SZ
1965,002742.SZ
1966,300364.SZ
1967,002765.SZ
1968,002810.SZ
1969,002829.SZ
1970,002840.SZ
1971,002858.SZ
1972,002885.SZ
1973,002886.SZ
1974,002888.SZ
1975,002902.SZ
1976,300024.SZ
1977,300026.SZ
1978,300047.SZ
1979,300078.SZ
1980,300082.SZ
1981,300086.SZ
1982,002046.SZ
1983,002047.SZ
1984,002062.SZ
1985,002071.SZ
1986,002083.SZ
1987,002088.SZ
1988,002092.SZ
1989,002095.SZ
1990,002114.SZ
1991,002120.SZ
1992,002137.SZ
1993,002188.SZ
1994,002194.SZ
1995,002200.SZ
1996,002216.SZ
1997,002239.SZ
1998,002267.SZ
1999,002276.SZ
2000,002282.SZ
2001,002289.SZ
2002,002358.SZ
2003,002368.SZ
2004,002391.SZ
2005,002399.SZ
2006,002414.SZ
2007,002443.SZ
2008,002453.SZ
2009,002482.SZ
2010,002492.SZ
2011,002500.SZ
2012,002563.SZ
2013,002566.SZ
2014,002610.SZ
2015,002641.SZ
2016,002677.SZ
2017,002678.SZ
2018,002701.SZ
2019,002760.SZ
2020,002774.SZ
2021,002783.SZ
2022,002800.SZ
2023,002816.SZ
2024,002822.SZ
2025,002826.SZ
2026,002852.SZ
2027,002876.SZ
2028,300003.SZ
2029,300038.SZ
2030,300040.SZ
2031,300044.SZ
2032,300059.SZ
2033,300065.SZ
2034,300066.SZ
2035,300070.SZ
2036,300072.SZ
2037,300099.SZ
2038,300113.SZ
2039,300115.SZ
2040,300129.SZ
2041,300161.SZ
2042,300171.SZ
2043,300177.SZ
2044,300181.SZ
2045,002079.SZ
2046,002082.SZ
2047,002098.SZ
2048,002144.SZ
2049,002147.SZ
2050,002162.SZ
2051,002171.SZ
2052,002185.SZ
2053,002198.SZ
2054,002203.SZ
2055,002213.SZ
2056,002218.SZ
2057,002248.SZ
2058,002264.SZ
2059,002287.SZ
2060,002303.SZ
2061,002305.SZ
2062,002326.SZ
2063,002342.SZ
2064,002346.SZ
2065,002364.SZ
2066,002369.SZ
2067,002378.SZ
2068,002413.SZ
2069,002426.SZ
2070,002433.SZ
2071,002444.SZ
2072,002459.SZ
2073,002477.SZ
2074,002495.SZ
2075,002517.SZ
2076,002518.SZ
2077,002524.SZ
2078,002544.SZ
2079,002560.SZ
2080,002565.SZ
2081,002622.SZ
2082,002646.SZ
2083,002668.SZ
2084,002671.SZ
2085,002689.SZ
2086,002696.SZ
2087,002732.SZ
2088,002733.SZ
2089,002741.SZ
2090,002761.SZ
2091,002763.SZ
2092,002775.SZ
2093,002776.SZ
2094,002787.SZ
2095,002788.SZ
2096,002790.SZ
2097,002807.SZ
2098,002811.SZ
2099,002819.SZ
2100,002828.SZ
2101,002832.SZ
2102,002838.SZ
2103,002849.SZ
2104,002863.SZ
2105,002883.SZ
2106,002887.SZ
2107,002061.SZ
2108,002066.SZ
2109,002077.SZ
2110,002159.SZ
2111,002161.SZ
2112,002225.SZ
2113,002234.SZ
2114,002237.SZ
2115,002254.SZ
2116,002265.SZ
2117,002284.SZ
2118,002310.SZ
2119,002317.SZ
2120,002337.SZ
2121,002343.SZ
2122,002345.SZ
2123,002355.SZ
2124,002374.SZ
2125,002397.SZ
2126,002415.SZ
2127,002424.SZ
2128,002431.SZ
2129,002439.SZ
2130,002440.SZ
2131,002447.SZ
2132,002455.SZ
2133,002467.SZ
2134,002473.SZ
2135,002502.SZ
2136,002507.SZ
2137,002523.SZ
2138,002527.SZ
2139,002545.SZ
2140,002556.SZ
2141,002595.SZ
2142,002604.SZ
2143,002613.SZ
2144,002621.SZ
2145,002630.SZ
2146,002643.SZ
2147,002667.SZ
2148,002672.SZ
2149,002703.SZ
2150,002722.SZ
2151,002725.SZ
2152,002781.SZ
2153,002803.SZ
2154,002806.SZ
2155,002809.SZ
2156,002823.SZ
2157,002836.SZ
2158,002843.SZ
2159,002870.SZ
2160,002871.SZ
2161,002873.SZ
2162,300002.SZ
2163,300004.SZ
2164,300020.SZ
2165,300041.SZ
2166,300073.SZ
2167,300085.SZ
2168,300095.SZ
2169,300117.SZ
2170,002043.SZ
2171,002049.SZ
2172,002063.SZ
2173,002080.SZ
2174,002094.SZ
2175,002108.SZ
2176,002134.SZ
2177,002135.SZ
2178,002146.SZ
2179,002164.SZ
2180,002167.SZ
2181,002175.SZ
2182,002196.SZ
2183,002219.SZ
2184,002230.SZ
2185,002238.SZ
2186,002247.SZ
2187,002249.SZ
2188,002296.SZ
2189,002321.SZ
2190,002327.SZ
2191,002350.SZ
2192,002353.SZ
2193,002401.SZ
2194,002402.SZ
2195,002411.SZ
2196,002419.SZ
2197,002474.SZ
2198,002483.SZ
2199,002484.SZ
2200,002488.SZ
2201,002494.SZ
2202,002503.SZ
2203,002528.SZ
2204,002571.SZ
2205,002576.SZ
2206,002578.SZ
2207,002586.SZ
2208,002591.SZ
2209,002600.SZ
2210,002603.SZ
2211,002617.SZ
2212,002634.SZ
2213,002681.SZ
2214,002730.SZ
2215,002731.SZ
2216,002745.SZ
2217,002751.SZ
2218,002759.SZ
2219,002762.SZ
2220,002771.SZ
2221,002812.SZ
2222,002813.SZ
2223,002824.SZ
2224,002857.SZ
2225,002861.SZ
2226,300029.SZ
2227,300030.SZ
2228,300033.SZ
2229,300053.SZ
2230,300077.SZ
2231,300089.SZ
2232,300112.SZ
2233,002058.SZ
2234,002103.SZ
2235,002117.SZ
2236,002157.SZ
2237,002166.SZ
2238,002193.SZ
2239,002244.SZ
2240,002246.SZ
2241,002263.SZ
2242,002270.SZ
2243,002291.SZ
2244,002295.SZ
2245,002297.SZ
2246,002331.SZ
2247,002347.SZ
2248,002349.SZ
2249,002356.SZ
2250,002357.SZ
2251,002360.SZ
2252,002376.SZ
2253,002380.SZ
2254,002392.SZ
2255,002400.SZ
2256,002454.SZ
2257,002491.SZ
2258,002515.SZ
2259,002519.SZ
2260,002536.SZ
2261,002537.SZ
2262,002539.SZ
2263,002549.SZ
2264,002574.SZ
2265,002580.SZ
2266,002609.SZ
2267,002631.SZ
2268,002647.SZ
2269,002656.SZ
2270,002697.SZ
2271,002715.SZ
2272,002728.SZ
2273,002770.SZ
2274,002792.SZ
2275,002802.SZ
2276,002815.SZ
2277,002835.SZ
2278,002842.SZ
2279,002845.SZ
2280,002853.SZ
2281,002868.SZ
2282,002880.SZ
2283,002896.SZ
2284,300010.SZ
2285,300013.SZ
2286,300016.SZ
2287,300017.SZ
2288,300027.SZ
2289,300042.SZ
2290,300083.SZ
2291,300090.SZ
2292,300097.SZ
2293,300101.SZ
2294,300108.SZ
2295,002050.SZ
2296,002091.SZ
2297,002141.SZ
2298,002169.SZ
2299,002183.SZ
2300,002206.SZ
2301,002235.SZ
2302,002258.SZ
2303,002261.SZ
2304,002266.SZ
2305,002273.SZ
2306,002283.SZ
2307,002286.SZ
2308,002288.SZ
2309,002318.SZ
2310,002322.SZ
2311,002325.SZ
2312,002336.SZ
2313,002341.SZ
2314,002344.SZ
2315,002363.SZ
2316,002386.SZ
2317,002396.SZ
2318,002398.SZ
2319,002408.SZ
2320,002410.SZ
2321,002428.SZ
2322,002435.SZ
2323,002451.SZ
2324,002493.SZ
2325,002514.SZ
2326,002531.SZ
2327,002540.SZ
2328,002541.SZ
2329,002584.SZ
2330,002594.SZ
2331,002601.SZ
2332,002624.SZ
2333,002648.SZ
2334,002653.SZ
2335,002657.SZ
2336,002658.SZ
2337,002659.SZ
2338,002723.SZ
2339,002724.SZ
2340,002748.SZ
2341,002756.SZ
2342,002808.SZ
2343,002817.SZ
2344,002837.SZ
2345,002866.SZ
2346,002889.SZ
2347,002895.SZ
2348,002897.SZ
2349,300021.SZ
2350,300067.SZ
2351,300122.SZ
2352,300125.SZ
2353,300148.SZ
2354,300153.SZ
2355,300162.SZ
2356,300176.SZ
2357,300248.SZ
2358,300249.SZ
2359,002039.SZ
2360,002044.SZ
2361,002054.SZ
2362,002056.SZ
2363,002072.SZ
2364,002085.SZ
2365,002118.SZ
2366,002142.SZ
2367,002145.SZ
2368,002152.SZ
2369,002158.SZ
2370,002195.SZ
2371,002197.SZ
2372,002228.SZ
2373,002242.SZ
2374,002251.SZ
2375,002262.SZ
2376,002269.SZ
2377,002279.SZ
2378,002315.SZ
2379,002340.SZ
2380,002352.SZ
2381,002367.SZ
2382,002375.SZ
2383,002403.SZ
2384,002460.SZ
2385,002470.SZ
2386,002486.SZ
2387,002505.SZ
2388,002564.SZ
2389,002585.SZ
2390,002636.SZ
2391,002639.SZ
2392,002654.SZ
2393,002664.SZ
2394,002665.SZ
2395,002684.SZ
2396,002702.SZ
2397,002714.SZ
2398,002753.SZ
2399,002757.SZ
2400,002773.SZ
2401,002789.SZ
2402,002793.SZ
2403,002820.SZ
2404,002833.SZ
2405,002839.SZ
2406,002846.SZ
2407,002872.SZ
2408,002878.SZ
2409,002898.SZ
2410,300005.SZ
2411,300012.SZ
2412,300019.SZ
2413,300028.SZ
2414,300037.SZ
2415,300063.SZ
2416,300118.SZ
2417,300150.SZ
2418,300187.SZ
2419,300224.SZ
2420,300246.SZ
2421,300252.SZ
2422,300198.SZ
2423,300210.SZ
2424,300221.SZ
2425,300228.SZ
2426,300229.SZ
2427,300237.SZ
2428,300259.SZ
2429,300261.SZ
2430,300284.SZ
2431,300294.SZ
2432,300334.SZ
2433,300337.SZ
2434,300356.SZ
2435,300367.SZ
2436,300383.SZ
2437,300384.SZ
2438,300385.SZ
2439,300386.SZ
2440,300407.SZ
2441,300415.SZ
2442,300434.SZ
2443,300439.SZ
2444,300453.SZ
2445,300477.SZ
2446,300498.SZ
2447,300061.SZ
2448,300062.SZ
2449,300069.SZ
2450,300071.SZ
2451,300075.SZ
2452,300076.SZ
2453,300084.SZ
2454,300100.SZ
2455,300140.SZ
2456,300156.SZ
2457,300175.SZ
2458,300203.SZ
2459,300207.SZ
2460,300244.SZ
2461,300260.SZ
2462,300278.SZ
2463,300302.SZ
2464,300317.SZ
2465,300350.SZ
2466,300388.SZ
2467,300419.SZ
2468,300485.SZ
2469,300499.SZ
2470,300366.SZ
2471,300401.SZ
2472,300429.SZ
2473,300463.SZ
2474,300488.SZ
2475,300489.SZ
2476,300494.SZ
2477,002059.SZ
2478,002060.SZ
2479,002067.SZ
2480,002073.SZ
2481,002090.SZ
2482,002100.SZ
2483,002106.SZ
2484,002110.SZ
2485,002122.SZ
2486,002123.SZ
2487,002127.SZ
2488,002156.SZ
2489,002176.SZ
2490,002189.SZ
2491,002190.SZ
2492,002192.SZ
2493,002202.SZ
2494,002209.SZ
2495,002210.SZ
2496,002229.SZ
2497,002232.SZ
2498,002256.SZ
2499,002292.SZ
2500,002309.SZ
2501,002328.SZ
2502,002329.SZ
2503,002335.SZ
2504,002365.SZ
2505,002373.SZ
2506,002418.SZ
2507,002425.SZ
2508,002452.SZ
2509,002465.SZ
2510,002468.SZ
2511,002471.SZ
2512,002481.SZ
2513,002487.SZ
2514,002511.SZ
2515,002520.SZ
2516,002620.SZ
2517,002625.SZ
2518,002727.SZ
2519,002746.SZ
2520,002779.SZ
2521,002795.SZ
2522,002799.SZ
2523,002825.SZ
2524,002856.SZ
2525,002875.SZ
2526,300007.SZ
2527,300008.SZ
2528,300014.SZ
2529,300034.SZ
2530,300087.SZ
2531,300107.SZ
2532,300121.SZ
2533,300123.SZ
2534,300136.SZ
2535,300149.SZ
2536,300182.SZ
2537,300195.SZ
2538,300235.SZ
2539,300258.SZ
2540,300279.SZ
2541,300127.SZ
2542,300135.SZ
2543,300155.SZ
2544,300178.SZ
2545,300183.SZ
2546,300190.SZ
2547,300197.SZ
2548,300212.SZ
2549,300218.SZ
2550,300225.SZ
2551,300236.SZ
2552,300242.SZ
2553,300256.SZ
2554,300267.SZ
2555,300295.SZ
2556,300315.SZ
2557,300352.SZ
2558,300373.SZ
2559,300427.SZ
2560,300430.SZ
2561,300438.SZ
2562,300442.SZ
2563,300455.SZ
2564,300467.SZ
2565,300493.SZ
2566,300500.SZ
2567,300120.SZ
2568,300141.SZ
2569,300147.SZ
2570,300164.SZ
2571,300196.SZ
2572,300199.SZ
2573,300200.SZ
2574,300213.SZ
2575,300216.SZ
2576,300222.SZ
2577,300223.SZ
2578,300233.SZ
2579,300271.SZ
2580,300277.SZ
2581,300299.SZ
2582,300303.SZ
2583,300313.SZ
2584,300330.SZ
2585,300336.SZ
2586,300339.SZ
2587,300370.SZ
2588,300375.SZ
2589,300443.SZ
2590,300452.SZ
2591,300468.SZ
2592,300472.SZ
2593,300482.SZ
2594,300484.SZ
2595,300487.SZ
2596,300505.SZ
2597,002128.SZ
2598,002089.SZ
2599,002038.SZ
2600,002136.SZ
2601,002149.SZ
2602,002172.SZ
2603,002181.SZ
2604,002184.SZ
2605,002212.SZ
2606,002222.SZ
2607,002233.SZ
2608,002260.SZ
2609,002307.SZ
2610,002323.SZ
2611,002339.SZ
2612,002348.SZ
2613,002370.SZ
2614,002371.SZ
2615,002382.SZ
2616,002394.SZ
2617,002395.SZ
2618,002421.SZ
2619,002436.SZ
2620,002438.SZ
2621,002441.SZ
2622,002456.SZ
2623,002478.SZ
2624,002497.SZ
2625,002506.SZ
2626,002522.SZ
2627,002542.SZ
2628,002558.SZ
2629,002561.SZ
2630,002568.SZ
2631,002583.SZ
2632,002627.SZ
2633,002632.SZ
2634,002637.SZ
2635,002640.SZ
2636,002645.SZ
2637,002655.SZ
2638,002737.SZ
2639,002740.SZ
2640,002743.SZ
2641,002805.SZ
2642,002879.SZ
2643,002899.SZ
2644,300001.SZ
2645,300011.SZ
2646,300025.SZ
2647,300116.SZ
2648,300134.SZ
2649,300154.SZ
2650,300157.SZ
2651,300170.SZ
2652,300194.SZ
2653,300230.SZ
2654,300234.SZ
2655,300239.SZ
2656,300247.SZ
2657,300250.SZ
2658,300268.SZ
2659,300282.SZ
2660,300283.SZ
2661,300293.SZ
2662,300307.SZ
2663,300253.SZ
2664,300255.SZ
2665,300257.SZ
2666,300262.SZ
2667,300287.SZ
2668,300314.SZ
2669,300324.SZ
2670,300346.SZ
2671,300354.SZ
2672,300360.SZ
2673,300381.SZ
2674,300391.SZ
2675,300400.SZ
2676,300413.SZ
2677,300418.SZ
2678,300423.SZ
2679,300441.SZ
2680,300459.SZ
2681,300464.SZ
2682,300473.SZ
2683,300479.SZ
2684,300486.SZ
2685,300501.SZ
2686,300510.SZ
2687,002096.SZ
2688,002109.SZ
2689,002116.SZ
2690,002131.SZ
2691,002151.SZ
2692,002165.SZ
2693,002177.SZ
2694,002201.SZ
2695,002226.SZ
2696,002240.SZ
2697,002252.SZ
2698,002259.SZ
2699,002280.SZ
2700,002294.SZ
2701,002299.SZ
2702,002300.SZ
2703,002304.SZ
2704,002359.SZ
2705,002361.SZ
2706,002372.SZ
2707,002388.SZ
2708,002393.SZ
2709,002422.SZ
2710,002427.SZ
2711,002430.SZ
2712,002449.SZ
2713,002457.SZ
2714,002476.SZ
2715,002498.SZ
2716,002504.SZ
2717,002513.SZ
2718,002543.SZ
2719,002570.SZ
2720,002572.SZ
2721,002593.SZ
2722,002599.SZ
2723,002608.SZ
2724,002623.SZ
2725,002633.SZ
2726,002635.SZ
2727,002644.SZ
2728,002661.SZ
2729,002662.SZ
2730,002676.SZ
2731,002680.SZ
2732,002688.SZ
2733,002690.SZ
2734,002699.SZ
2735,002718.SZ
2736,002729.SZ
2737,002738.SZ
2738,002752.SZ
2739,002827.SZ
2740,002830.SZ
2741,002848.SZ
2742,002850.SZ
2743,002869.SZ
2744,002877.SZ
2745,002900.SZ
2746,300032.SZ
2747,300049.SZ
2748,300308.SZ
2749,300310.SZ
2750,300322.SZ
2751,300328.SZ
2752,300338.SZ
2753,300363.SZ
2754,300368.SZ
2755,300395.SZ
2756,300398.SZ
2757,300402.SZ
2758,300425.SZ
2759,300431.SZ
2760,300432.SZ
2761,300456.SZ
2762,300462.SZ
2763,300507.SZ
2764,300508.SZ
2765,002042.SZ
2766,002065.SZ
2767,002074.SZ
2768,002075.SZ
2769,002076.SZ
2770,002093.SZ
2771,002102.SZ
2772,002115.SZ
2773,002155.SZ
2774,002174.SZ
2775,002241.SZ
2776,002245.SZ
2777,002253.SZ
2778,002298.SZ
2779,002316.SZ
2780,002324.SZ
2781,002330.SZ
2782,002387.SZ
2783,002390.SZ
2784,002406.SZ
2785,002429.SZ
2786,002434.SZ
2787,002446.SZ
2788,002458.SZ
2789,002462.SZ
2790,002472.SZ
2791,002509.SZ
2792,002510.SZ
2793,002521.SZ
2794,002532.SZ
2795,002546.SZ
2796,002547.SZ
2797,002573.SZ
2798,002598.SZ
2799,002638.SZ
2800,002642.SZ
2801,002649.SZ
2802,002674.SZ
2803,002679.SZ
2804,002682.SZ
2805,002685.SZ
2806,002749.SZ
2807,002755.SZ
2808,002766.SZ
2809,002777.SZ
2810,002780.SZ
2811,002782.SZ
2812,002785.SZ
2813,002786.SZ
2814,002847.SZ
2815,002891.SZ
2816,002892.SZ
2817,300022.SZ
2818,300056.SZ
2819,300080.SZ
2820,300081.SZ
2821,300088.SZ
2822,300167.SZ
2823,300188.SZ
2824,300215.SZ
2825,300238.SZ
2826,300265.SZ
2827,300304.SZ
2828,002070.SZ
2829,002045.SZ
2830,002051.SZ
2831,002084.SZ
2832,002101.SZ
2833,002113.SZ
2834,002130.SZ
2835,002133.SZ
2836,002138.SZ
2837,002148.SZ
2838,002150.SZ
2839,002154.SZ
2840,002179.SZ
2841,002205.SZ
2842,002207.SZ
2843,002215.SZ
2844,002227.SZ
2845,002243.SZ
2846,002268.SZ
2847,002293.SZ
2848,002313.SZ
2849,002407.SZ
2850,002409.SZ
2851,002445.SZ
2852,002499.SZ
2853,002516.SZ
2854,002526.SZ
2855,002559.SZ
2856,002575.SZ
2857,002592.SZ
2858,002611.SZ
2859,002629.SZ
2860,002652.SZ
2861,002666.SZ
2862,002692.SZ
2863,002705.SZ
2864,002750.SZ
2865,002769.SZ
2866,002801.SZ
2867,002821.SZ
2868,002831.SZ
2869,002881.SZ
2870,002884.SZ
2871,002890.SZ
2872,002893.SZ
2873,300009.SZ
2874,300018.SZ
2875,300023.SZ
2876,300048.SZ
2877,300051.SZ
2878,300064.SZ
2879,300103.SZ
2880,300106.SZ
2881,300114.SZ
2882,300130.SZ
2883,300131.SZ
2884,300137.SZ
2885,300142.SZ
2886,300146.SZ
2887,300191.SZ
2888,300204.SZ
2889,300205.SZ
2890,300214.SZ
2891,300240.SZ
2892,300243.SZ
2893,300269.SZ
2894,002052.SZ
2895,002087.SZ
2896,002105.SZ
2897,002107.SZ
2898,002111.SZ
2899,002112.SZ
2900,002121.SZ
2901,002124.SZ
2902,002125.SZ
2903,002129.SZ
2904,002143.SZ
2905,002153.SZ
2906,002221.SZ
2907,002224.SZ
2908,002274.SZ
2909,002278.SZ
2910,002311.SZ
2911,002312.SZ
2912,002314.SZ
2913,002351.SZ
2914,002354.SZ
2915,002362.SZ
2916,002379.SZ
2917,002383.SZ
2918,002389.SZ
2919,002404.SZ
2920,002437.SZ
2921,002442.SZ
2922,002450.SZ
2923,002464.SZ
2924,002530.SZ
2925,002555.SZ
2926,002562.SZ
2927,002567.SZ
2928,002569.SZ
2929,002582.SZ
2930,002590.SZ
2931,002602.SZ
2932,002605.SZ
2933,002607.SZ
2934,002616.SZ
2935,002619.SZ
2936,002691.SZ
2937,002694.SZ
2938,002712.SZ
2939,002734.SZ
2940,002735.SZ
2941,002758.SZ
2942,002767.SZ
2943,002768.SZ
2944,002791.SZ
2945,002841.SZ
2946,002865.SZ
2947,002901.SZ
2948,300015.SZ
2949,300043.SZ
2950,300045.SZ
2951,300046.SZ
2952,300068.SZ
2953,300074.SZ
2954,300079.SZ
2955,300091.SZ
2956,002078.SZ
2957,002081.SZ
2958,002104.SZ
2959,002180.SZ
2960,002182.SZ
2961,002186.SZ
2962,002199.SZ
2963,002204.SZ
2964,002208.SZ
2965,002211.SZ
2966,002214.SZ
2967,002220.SZ
2968,002231.SZ
2969,002250.SZ
2970,002281.SZ
2971,002285.SZ
2972,002302.SZ
2973,002306.SZ
2974,002332.SZ
2975,002333.SZ
2976,002366.SZ
2977,002412.SZ
2978,002416.SZ
2979,002423.SZ
2980,002448.SZ
2981,002461.SZ
2982,002469.SZ
2983,002475.SZ
2984,002480.SZ
2985,002485.SZ
2986,002490.SZ
2987,002496.SZ
2988,002529.SZ
2989,002538.SZ
2990,002550.SZ
2991,002553.SZ
2992,002554.SZ
2993,002587.SZ
2994,002588.SZ
2995,002589.SZ
2996,002606.SZ
2997,002612.SZ
2998,002626.SZ
2999,002669.SZ
3000,002670.SZ
3001,002673.SZ
3002,002687.SZ
3003,002693.SZ
3004,002700.SZ
3005,002706.SZ
3006,002708.SZ
3007,002717.SZ
3008,002721.SZ
3009,002747.SZ
3010,002778.SZ
3011,002797.SZ
3012,002798.SZ
3013,002818.SZ
3014,002860.SZ
3015,002862.SZ
3016,300031.SZ
3017,300035.SZ
3018,300301.SZ
3019,300306.SZ
3020,300321.SZ
3021,300351.SZ
3022,300405.SZ
3023,300426.SZ
3024,300445.SZ
3025,300458.SZ
3026,300491.SZ
3027,300513.SZ
3028,300050.SZ
3029,300058.SZ
3030,300094.SZ
3031,300105.SZ
